1.5221 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.5575 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

12.5579 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000257AC8E6470>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000257AC9FE828>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.5583 	EXP 	window1: mouseVisible = True
12.5583 	EXP 	window1: recordFrameIntervals = False
12.7401 	EXP 	window1: recordFrameIntervals = True
12.8120 	WARNING 	t of last frame was 22.08ms (=1/45)
12.8772 	WARNING 	t of last frame was 20.60ms (=1/48)
12.9339 	WARNING 	t of last frame was 25.21ms (=1/39)
12.9572 	WARNING 	t of last frame was 23.30ms (=1/42)
12.9803 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
14.7275 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.6259 	EXP 	Created WelcomeText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WelcomeText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome to our Study!', units='height', win=Window(...), wrapWidth=1)
15.6582 	EXP 	Imported depression.xlsx as conditions, 2 conditions, 12 params
15.6617 	EXP 	Question text: Sadness
15.6944 	EXP 	window1: mouseVisible = True
15.7482 	EXP 	Question text: Pessimism
15.7684 	EXP 	window1: mouseVisible = True
15.8098 	EXP 	window1: mouseVisible = True
15.8211 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=1.5, name='unnamed Rect', opacity=0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), units='height', vertices=ndarray(...), win=Window(...))
15.8404 	EXP 	Created DepressionQuestionnaire = <psychopy.visual.form.Form object at 0x00000257AF57DBE0>
15.8851 	EXP 	window1: mouseVisible = True
15.9723 	EXP 	Created instructionsText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='instructionsText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
15.9858 	EXP 	Created hasPeriphery = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='hasPeriphery', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9893 	EXP 	Created noPeriphery = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='noPeriphery', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9953 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
16.0084 	EXP 	Created WelcomeText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WelcomeText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome to our Study!', units='height', win=Window(...), wrapWidth=1)
16.0154 	EXP 	Created hasPeriphery_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='hasPeriphery_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
16.0262 	EXP 	Created noPeriphery_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='noPeriphery_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
16.0287 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
16.0730 	EXP 	unnamed Form: autoLog = True
16.0730 	EXP 	DepressionQuestionnaire: name = 'DepressionQuestionnaire'
16.0730 	EXP 	DepressionQuestionnaire: size = (3.5, 1)
16.0730 	EXP 	DepressionQuestionnaire: size = array([3.5, 1. ])
16.0730 	EXP 	DepressionQuestionnaire: units = 'height'
16.0730 	EXP 	DepressionQuestionnaire: depth = 0
16.0730 	EXP 	WelcomeText: autoDraw = True
18.0905 	EXP 	WelcomeText: autoDraw = False
18.0905 	EXP 	DepressionQuestionnaire: autoDraw = True
21.0946 	DATA 	Mouse: Left button down, pos=(864,123)
21.2028 	DATA 	Mouse:  Left button up, pos=(864,123)
22.8472 	DATA 	Mouse: Left button down, pos=(603,44)
22.9058 	EXP 	DepressionQuestionnaire: autoDraw = False
22.9058 	EXP 	instructionsText: autoDraw = True
22.9789 	DATA 	Mouse:  Left button up, pos=(602,44)
24.5170 	EXP 	Imported picPaths.xlsx as conditions, 6 conditions, 3 params
24.5176 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
24.5179 	EXP 	New trial (rep=0, index=0): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1a.png', 'AB': 'a'}
24.7777 	DATA 	Keypress: space
24.8309 	EXP 	instructionsText: autoDraw = False
24.8309 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
24.8309 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1a.png'
24.8309 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
24.8309 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png'
24.8309 	EXP 	hasPeriphery: autoDraw = True
24.8309 	EXP 	hasPeriphery: texRes = 128.0
24.8309 	EXP 	noPeriphery: autoDraw = True
24.8309 	EXP 	noPeriphery: texRes = 128.0
24.8309 	EXP 	text: autoDraw = True
24.9945 	EXP 	hasPeriphery: texRes = 128.0
24.9945 	EXP 	noPeriphery: texRes = 128.0
25.1796 	EXP 	hasPeriphery: texRes = 128.0
25.1796 	EXP 	noPeriphery: texRes = 128.0
25.3592 	EXP 	hasPeriphery: texRes = 128.0
25.3592 	EXP 	noPeriphery: texRes = 128.0
25.4839 	EXP 	New trial (rep=0, index=1): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1b.png', 'AB': 'b'}
25.7053 	DATA 	Keypress: space
25.7569 	EXP 	hasPeriphery: texRes = 128.0
25.7569 	EXP 	noPeriphery: texRes = 128.0
25.7569 	EXP 	hasPeriphery: autoDraw = False
25.7569 	EXP 	noPeriphery: autoDraw = False
25.7569 	EXP 	text: autoDraw = False
25.7569 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
25.7569 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1b.png'
25.7569 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
25.7569 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png'
25.7569 	EXP 	hasPeriphery: autoDraw = True
25.7569 	EXP 	hasPeriphery: texRes = 128.0
25.7569 	EXP 	noPeriphery: autoDraw = True
25.7569 	EXP 	noPeriphery: texRes = 128.0
25.7569 	EXP 	text: autoDraw = True
25.8772 	DATA 	Keypress: space
25.9266 	EXP 	hasPeriphery: texRes = 128.0
25.9266 	EXP 	noPeriphery: texRes = 128.0
